sample_id,true_label,predicted_label,model_name,prob_trend,prob_volatility,prob_stochastic,prob_anomaly,prob_structural_break
10422,0,3,Arsenal,0.28069817,-0.0,-0.0,0.71930183,-0.0
10393,0,3,Arsenal,-0.0,-0.0,-0.0,0.52115762,0.47884238
13870,2,3,Arsenal,-0.0,-0.0,-0.0,0.8399382,0.1600618
18332,4,3,Arsenal,0.08007304,-0.0,-0.0,0.84015335,0.07977361
18943,4,0,Arsenal,0.75972449,-0.0,-0.0,-0.0,0.24027551
19388,4,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
18575,4,3,Arsenal,0.16010711,-0.0,-0.0,0.79980127,0.04009161
18325,4,3,Arsenal,-0.0,0.19941116,-0.0,0.80058884,-0.0
18176,4,3,Arsenal,0.03972046,-0.0,-0.0,0.87981514,0.08046441
18111,4,3,Arsenal,-0.0,-0.0,-0.0,0.92000886,0.07999114
17959,4,0,Arsenal,0.87979679,-0.0,-0.0,0.04025061,0.0799526
16627,3,1,Arsenal,0.04012345,0.60102584,-0.0,0.31897188,0.03987882
18155,4,0,Arsenal,0.76012502,-0.0,-0.0,0.159759,0.08011597
11855,0,1,Arsenal,-0.0,0.56012974,-0.0,0.39970662,0.04016365
17968,4,3,Arsenal,0.12028897,0.07957177,-0.0,0.68035608,0.11978318
10467,0,1,Arsenal,-0.0,0.84040629,-0.0,0.15959371,-0.0
16431,3,1,Arsenal,-0.0,0.47964843,-0.0,0.44026761,0.08008396
17872,3,1,Arsenal,-0.0,0.55986721,-0.0,0.44013279,-0.0
18493,4,0,Arsenal,0.96013231,0.03986769,-0.0,-0.0,-0.0
18100,4,0,Arsenal,0.71993931,0.19968663,-0.0,0.08037406,-0.0
18031,4,3,Arsenal,0.04016365,0.04000187,-0.0,0.7992689,0.12056558
17373,3,2,Arsenal,-0.0,-0.0,0.64099544,0.31918934,0.03981521
18177,4,3,Arsenal,0.43979511,-0.0,-0.0,0.56020489,-0.0
11704,0,3,Arsenal,-0.0,0.4392968,-0.0,0.48088611,0.07981708
16636,3,1,Arsenal,-0.0,0.80019993,-0.0,0.19980007,-0.0
10123,0,1,Arsenal,0.03957093,0.72078733,-0.0,0.2000095,0.03963223
18083,4,3,Arsenal,0.04030076,-0.0,-0.0,0.95969924,-0.0
18140,4,3,Arsenal,0.39953227,-0.0,-0.0,0.60046773,-0.0
10272,0,3,Arsenal,0.31984944,-0.0,-0.0,0.64049567,0.03965489
17144,3,1,Arsenal,-0.0,0.88027684,-0.0,0.11972316,-0.0
18037,4,3,Arsenal,0.04000083,-0.0,-0.0,0.56023857,0.3997606
18439,4,3,Arsenal,-0.0,0.36025735,-0.0,0.55973164,0.08001101
11713,0,3,Arsenal,0.08077038,0.07988284,-0.0,0.79953157,0.03981521
18255,4,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
18887,4,3,Arsenal,0.03989992,-0.0,-0.0,0.96010008,-0.0
17775,3,0,Arsenal,0.39975242,0.11938901,-0.0,0.36051633,0.12034223
10728,0,1,Arsenal,-0.0,0.67989742,-0.0,0.32010258,-0.0
11618,0,3,Arsenal,0.03987882,-0.0,-0.0,0.84063311,0.11948807
18529,4,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
10730,0,1,Arsenal,-0.0,0.71964081,-0.0,0.11933476,0.16102443
10405,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
11583,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
10653,0,3,Arsenal,-0.0,0.03987882,-0.0,0.88034757,0.07977361
10743,0,3,Arsenal,-0.0,0.28029606,-0.0,0.5996073,0.12009664
10710,0,3,Arsenal,-0.0,-0.0,-0.0,0.72042103,0.27957897
18477,4,3,Arsenal,0.04016365,0.36000277,-0.0,0.55974868,0.04008491
16971,3,4,Arsenal,-0.0,0.03966429,-0.0,0.24025865,0.72007706
11655,0,1,Arsenal,-0.0,0.87941051,-0.0,0.04003632,0.08055316
19885,4,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
18773,4,3,Arsenal,0.04012345,-0.0,-0.0,0.55960388,0.40027267
10565,0,3,Arsenal,0.07968556,0.28011523,-0.0,0.60033151,0.03986769
18462,4,3,Arsenal,0.47937579,-0.0,-0.0,0.52062421,-0.0
11582,0,3,Arsenal,-0.0,0.08032617,-0.0,0.55960223,0.3600716
18570,4,0,Arsenal,0.92028286,-0.0,-0.0,0.04008491,0.03963223
15275,1,3,Arsenal,0.04004764,-0.0,-0.0,0.95995236,-0.0
18234,4,3,Arsenal,-0.0,0.280375,-0.0,0.6795996,0.04002541
16954,3,1,Arsenal,-0.0,0.60093651,-0.0,0.39906349,-0.0
18510,4,3,Arsenal,0.16053073,-0.0,-0.0,0.79943294,0.04003632
15078,1,3,Arsenal,-0.0,-0.0,-0.0,0.79985733,0.20014267
11835,0,3,Arsenal,0.03981521,-0.0,-0.0,0.92018396,0.04000083
17316,3,0,Arsenal,1.0,-0.0,-0.0,-0.0,-0.0
11558,0,3,Arsenal,-0.0,-0.0,-0.0,1.0,-0.0
18766,4,3,Arsenal,-0.0,-0.0,-0.0,0.91988454,0.08011546
10693,0,4,Arsenal,0.23946649,-0.0,-0.0,-0.0,0.76053351
13182,2,0,Arsenal,0.63930904,-0.0,0.36069096,-0.0,-0.0
18585,4,3,Arsenal,0.11956852,0.04014137,-0.0,0.72026735,0.12002276
13460,2,3,Arsenal,-0.0,-0.0,0.07977538,0.92022462,-0.0
15406,1,3,Arsenal,-0.0,0.47935493,-0.0,0.52064507,-0.0
16220,3,1,Arsenal,-0.0,0.40016776,-0.0,0.27982592,0.32000632
10424,0,3,Arsenal,-0.0,-0.0,-0.0,0.91922292,0.08077708
